"name","gender","party","twitter","mandates","ville","departement","type","id","statuses","followers","created","last_tweeted","age","followers_sample","sample"
"Dominique VOYNET","f","EELV","dominiquevoynet","Sans mandat électif courant","","","Else","143918103",2112,8035,2010,"2015-04-21",1858,8022,TRUE
"Philippe MEIRIEU","m","EELV","philippemeirieu","Vice-Président de Conseil Régional","","rhone","Local","464658291",2419,8004,2012,"2015-06-12",1248,8004,TRUE
"Johanna ROLLAND","f","PS","johanna_rolland","Maire, Président de Communauté d'Agglomération","nantes","loire atlantique","Local","786659233",3050,7993,2012,"2015-04-19",1022,7735,TRUE
"Arnaud DANJEAN","m","UMP","arnauddanjean","Conseiller régional, Député européen","","","MEP","439463212",7834,7950,2011,"2015-04-21",1276,7926,TRUE
"Jean-Pierre LECOQ","m","UMP","jp_lecoq","Maire, Vice-Président de Conseil Départemental","paris","paris","Local","539156968",4708,7856,2012,"2015-06-11",1175,7856,TRUE
"Jean-Michel BAYLET","m","PRG","jmbaylet","Conseiller municipal, Responsable politique national","","tarn et garonne","Else","321291985",1158,7852,2011,"2015-04-02",1456,7771,TRUE
"Gaëtan GORCE","m","PS","ggorce","Conseiller municipal, Sénateur","","nievre","Senator","168565419",2671,7840,2010,"2015-04-21",1792,7785,TRUE
"Jean-François LAMOUR","m","UMP","jf_lamour","Conseiller municipal, Député","paris","paris","MP","456524623",1743,7820,2012,"2015-04-14",1257,7783,TRUE
"Régis JUANICO","m","PS","juanico","Député","","loire","MP","230495042",6039,7804,2010,"2015-04-20",1633,7691,TRUE
"Rémi FERAUD","m","PS","remiferaud","Maire","paris","paris","Local","519390633",7349,7676,2012,"2015-06-11",1194,7676,TRUE
"David RACHLINE","m","FN","david_rachline","Maire, Sénateur","frejus","var","Senator","189815209",3980,7663,2010,"2015-04-21",1738,7101,TRUE
"Thierry BRAILLARD","m","PRG","th_braillard","Secrétaire d'Etat","","","Local","347137825",2381,7623,2011,"2015-04-21",1414,7191,TRUE
"Stéphane TIKI","m","UMP","stephanetiki","Responsable politique national, Sans mandat électif courant","","","Else","273476271",11708,7604,2011,"2015-02-10",1541,7600,TRUE
"Jean-Luc BENNAHMIAS","m","MODEM","jlbennahmias","Sans mandat électif courant","marseille","bouches du rhone","Else","17404871",1525,7574,2008,"2015-04-17",2404,7423,TRUE
"Jean-Frédéric POISSON","m","DVD","jfpoisson78","Député, Maire adjoint, Président de Communauté d'Agglomération","","yvelines","MP","578114675",2509,7546,2012,"2015-04-17",1130,7391,TRUE
"Charlotte BRUN","f","PS","ch_brun","Maire adjoint","lille","nord","Local","255128617",3740,7454,2011,"2015-06-15",1576,7454,TRUE
"Nicolas BAYS","m","PS","nicolasbays","Conseiller municipal, Député","calais","pas de calais","MP","71988580",10457,7389,2009,"2015-04-21",2109,7224,TRUE
"Pierre SERNE","m","EELV","pierreserne","Conseiller municipal, Vice-Président de Conseil Régional","vincennes","val de marne","Local","106464785",10500,7336,2010,"2015-04-21",1973,7162,TRUE
"Guillaume LARRIVE","m","UMP","glarrive","Député","","yonne","MP","177662118",2199,7318,2010,"2015-04-18",1768,7160,TRUE
"Julien SANCHEZ","m","FN","jsanchez_fn","Conseiller régional, Maire, Vice-Président de Communauté d'Agglomération","beaucaire","gard","Local","79458791",6175,7296,2009,"2015-04-21",2082,7281,TRUE
"Pascal CHERKI","m","PS","pascalcherki","Conseiller municipal, Maire","paris","paris","Local","405919523",3121,7274,2011,"2015-04-21",1318,7046,TRUE
"Flavien NEUVY","m","UDI","flavienneuvy","Conseiller départemental, Maire","cebazat","puy de dome","Local","27199015",13739,7221,2009,"2015-04-21",2271,7003,TRUE
"Amandine JANIAUD-VERGNAUD","f","PS","mandinette77","Conseiller municipal","","seine et marne","Local","40751494",31272,7205,2009,"2015-04-21",2220,7158,TRUE
"Jean-Marie CAVADA","m","IND","jeanmariecavada","Député européen","","","MEP","378480926",1410,7197,2011,"2015-04-17",1362,7133,TRUE
"Myriam EL KHOMRI","f","PS","myriamelkhomri","Secrétaire d'Etat","","","Local","410948302",1361,7166,2011,"2015-04-21",1311,6778,TRUE
"Patrick KANNER","m","PS","patrickkanner","Conseiller départemental, Ministre","","nord","Else","1172156371",855,7166,2013,"2015-04-21",854,6662,TRUE
"Philippe GOUJON","m","UMP","philippe_goujon","Député, Maire","paris","paris","MP","54531424",1825,7145,2009,"2015-04-16",2170,7009,TRUE
"Nathalie GOULET","f","UDI","senateur61","Sénateur","arles","bouches du rhone","Senator","318492642",43976,7086,2011,"2015-04-21",1461,6882,TRUE
"Thierry MANDON","m","PS","mandonthierry","Secrétaire d'Etat","","essonne","Local","440954376",878,7039,2011,"2015-04-21",1275,6719,TRUE
"Yannick FAVENNEC","m","UMP","yfavennec","Conseiller régional, Député, Responsable politique national","mayenne","mayenne","MP","16648630",4240,7006,2008,"2015-04-16",2442,6952,TRUE
"Philippe DE VILLIERS","m","DVD","phdevilliers","Responsable politique national, Sans mandat électif courant","","vendee","Else","1949069192",296,6996,2013,"2015-03-26",615,6996,TRUE
"Patrick LE HYARIC","m","FDG","patricklehyaric","Conseiller municipal, Député européen","","","MEP","77963355",3601,6947,2009,"2015-04-21",2087,6861,TRUE
"Wallerand de SAINT JUST","m","FN","wdesaintjust","Responsable politique national, Sans mandat électif courant","","paris","Else","469248037",5838,6924,2012,"2015-05-29",1243,6923,TRUE
"Jean-Marc GERMAIN","m","PS","jmgermain","Député","","hauts de seine","MP","85326869",2361,6898,2009,"2015-04-21",2059,6744,TRUE
"Corinne MOREL DARLEUX","f","FDG","cmoreldarleux","Conseiller régional","","drome","Local","461957277",13276,6878,2012,"2015-06-13",1251,6878,TRUE
"Christophe GREBERT","m","MODEM","grebert","Conseiller municipal","puteaux","hauts de seine","Local","6309432",24415,6768,2007,"2015-04-21",2944,6729,TRUE
"Michel BRIAND","m","EELV","michelbriand","Sans mandat électif courant","","","Else","23412392",11054,6556,2009,"2015-04-21",2290,6449,TRUE
"Eduardo RIHAN CYPEL","m","PS","rihan_cypel","Député","","seine et marne","MP","342015978",7540,6505,2011,"2015-04-21",1422,6342,TRUE
"Alexis BACHELAY","m","PS","abachelay","Député","colombes","hauts de seine","MP","817779691",10462,6443,2012,"2015-04-21",1007,6214,TRUE
"Thierry REPENTIN","m","PS","trepentin","Sans mandat électif courant","","","Else","139711739",800,6353,2010,"2015-03-06",1870,6324,TRUE
"Carole DELGA","f","PS","caroledelga","Maire adjoint, Secrétaire d'Etat","","","Local","518368742",1394,6341,2012,"2015-04-21",1195,6051,TRUE
"Laurent GRANDGUILLAUME","m","PS","lgrandguillaume","Conseiller municipal, Député","dijon","cote d or","MP","35521057",6371,6268,2009,"2015-04-17",2241,6148,TRUE
"Marielle DE SARNEZ","f","MODEM","desarnez","Député européen, Responsable politique national","","","MEP","303885267",1010,6248,2011,"2015-04-20",1485,6197,TRUE
"Jean LASSALLE","m","MODEM","jeanlassalle","Député, Responsable politique national","","pyrenees atlantiques","MP","102722347",2767,6234,2010,"2015-04-21",1985,6066,TRUE
"Guillaume BACHELAY","m","PS","gbachelay","Député","","seine maritime","MP","334953814",363,6233,2011,"2015-04-20",1433,6183,TRUE
"Franck GUIOT","m","FN","frkguiot","Sans mandat électif courant","","essonne","Else","276112778",76851,6224,2011,"2015-04-21",1535,6055,TRUE
"Sophie AUCONIE","f","UDI","sophie_auconie","Conseiller municipal, Député européen, Responsable politique national","tours","indre et loire","MEP","187508945",7785,6142,2010,"2015-04-21",1744,5981,TRUE
"Gilles SIMEONI","m","IND","gilles_simeoni","Maire","bastia","haute corse","Local","519946670",633,6110,2012,"2015-06-11",1193,6110,TRUE
"Pascale BOISTARD","f","PS","pascaleboistard","Secrétaire d'Etat","","","Local","369760052",2157,6067,2011,"2015-04-21",1377,5845,TRUE
"François KALFON","m","PS","francoiskalfon","Conseiller régional","","seine et marne","Local","382027019",5084,5981,2011,"2015-04-21",1356,5889,TRUE
"Philippe GOSSELIN","m","UMP","phgosselin","Député, Maire","remilly sur lozon","manche","MP","380373029",3657,5969,2011,"2015-04-18",1359,5884,TRUE
"Martine BILLARD","f","FDG","martinebillard","Responsable politique national, Sans mandat électif courant","","","Else","540721019",1458,5968,2012,"2015-05-28",1173,5968,TRUE
"Guillaume BALAS","m","PS","balasguillaume","Conseiller régional, Député européen","","","MEP","199700276",7133,5956,2010,"2015-06-15",1713,5956,TRUE
"Jérôme LAVRILLEUX","m","UMP","jlavrilleux","Député européen","","aisne","MEP","1900013413",255,5946,2013,"2014-05-24",630,5946,FALSE
"Patrick DEVEDJIAN","m","UMP","devedjianp","Député, Président de Conseil Départemental","","hauts de seine","MP","889674270",1084,5836,2012,"2015-04-17",970,5695,TRUE
"Stéphane RAVIER","m","FN","stephane_ravier","Maire, Sénateur","marseille","bouches du rhone","Senator","1920691543",1502,5822,2013,"2015-04-21",623,5344,TRUE
"Adeline HAZAN","f","PS","adelinehazan","Sans mandat électif courant","","","Else","78845732",2005,5801,2009,"2014-07-22",2084,5806,FALSE
"Jean-Louis BIANCO","m","PS","jeanlouisbianco","Sans mandat électif courant","digne les bains","alpes de haute provence","Else","241613876",620,5773,2011,"2015-04-21",1605,5618,TRUE
"Matthias FEKL","m","PS","matthiasfekl","Conseiller régional, Secrétaire d'Etat","","","Local","16711996",641,5759,2008,"2015-04-21",2437,5456,TRUE
"Marc LE FUR","m","UMP","marclefur","Député","","cotes d armor","MP","110459051",1359,5744,2010,"2015-04-20",1960,5634,TRUE
"Patrick OLLIER","m","UMP","patrick_ollier","Député, Maire","rueil malmaison","hauts de seine","MP","507623024",981,5727,2012,"2015-04-16",1203,5599,TRUE
"Edouard PHILIPPE","m","UMP","ephilippe_lh","Député, Maire, Président de Communauté d'Agglomération","","seine maritime","MP","1110890216",1452,5693,2013,"2015-04-21",875,5356,TRUE
"Pierre KANUTY","m","PS","pierrekanuty","Conseiller régional","","","Local","21302947",14350,5660,2009,"2015-06-15",2308,5660,TRUE
"Jean-François MARTINS","m","MODEM","jfmartins","Maire adjoint","paris","paris","Local","16735892",23603,5633,2008,"2015-04-21",2436,5467,TRUE
"Caroline CAYEUX","f","UMP","carolinecayeux","Maire, Président de Communauté d'Agglomération, Sénateur","beauvais","oise","Senator","47337348",28095,5586,2009,"2015-04-21",2192,5493,TRUE
"Kader ARIF","m","PS","kaderarif","Député","","haute garonne","MP","24904069",418,5585,2009,"2015-04-16",2281,5571,TRUE
"Frédérique ESPAGNAC","f","PS","fespagnac","Sénateur","","pyrenees atlantiques","Senator","504831684",2394,5552,2012,"2015-04-19",1205,5482,TRUE
"Jérôme PEYRAT","m","UMP","jpeyrat","Conseiller régional, Maire, Vice-Président de Communauté d'Agglomération","la roque gageac","dordogne","Local","49000480",5156,5540,2009,"2015-03-26",2187,5529,TRUE
"Joëlle GARRIAUD-MAYLAM","f","UMP","senateurjgm","Sénateur","","","Senator","114998731",7244,5528,2010,"2015-04-21",1945,5403,TRUE
"Arnaud RICHARD","m","UDI","arnaudrichard_","Conseiller municipal, Député, Responsable politique national","","yvelines","MP","127768933",2279,5484,2010,"2015-04-18",1904,5173,TRUE
"Corinne NARASSIGUIN","f","PS","corinnenara","Responsable politique national, Sans mandat électif courant","","","Else","269822892",7931,5455,2011,"2015-05-29",1548,5455,TRUE
"Olivier BESANCENOT","m","DVG","olbesancenot","Responsable politique national, Sans mandat électif courant","","","Else","947601090",1386,5391,2012,"2015-05-29",944,5391,TRUE
"Nicolas BAY","m","FN","nicolasbayfn","Conseiller régional, Député européen","","","MEP","2443718293",2016,5367,2014,"2015-04-21",428,5209,TRUE
"Danielle SIMONNET","f","FDG","simonnet2","Conseiller municipal","paris","paris","Local","329686497",6078,5319,2011,"2015-06-13",1442,5319,TRUE
"Yves POZZO DI BORGO","m","UDI","yvespdb","Sénateur","paris","paris","Senator","2365378849",15740,5263,2014,"2015-05-25",473,5264,TRUE
"Renaud MUSELIER","m","UMP","renaudmuselier","Député européen, Vice-Président de Communauté d'Agglomération","","","MEP","185976655",1539,5238,2010,"2015-04-21",1748,5064,TRUE
"Damien ABAD","m","UMP","damienabad","Député, Président de Conseil Départemental","","ain","MP","76584619",2365,5216,2009,"2015-04-21",2092,5090,TRUE
"Colette CAPDEVIELLE","f","PS","c_capdevielle","Député","","pyrenees atlantiques","MP","477932128",4042,5171,2012,"2015-04-20",1233,5027,TRUE
"Robert ROCHEFORT","m","MODEM","robertrochefort","Député européen, Responsable politique national","","","MEP","84353216",2295,5169,2009,"2015-04-21",2063,5100,TRUE
"Ronan LOAS","m","UMP","ronanloas","Maire, Vice-Président de Conseil Départemental","ploemeur","morbihan","Local","147318859",84132,5153,2010,"2015-06-11",1849,5153,TRUE
"Laurent BAUMEL","m","PS","laurentbaumel","Député","","indre et loire","MP","531036044",870,5125,2012,"2015-04-21",1183,4889,TRUE
"Jean-Luc MOUDENC","m","UMP","jlmoudenc","Maire, Président de Communauté d'Agglomération","toulouse","haute garonne","Local","392096074",1606,5109,2011,"2015-04-16",1339,4923,TRUE
"Christophe BORGEL","m","PS","chborgel","Député","","haute garonne","MP","513295044",1865,5108,2012,"2015-04-21",1200,5018,TRUE
"Alain ROUSSET","m","PS","al_rousset","Député, Président de Conseil Régional","","gironde","MP","469126890",1664,5083,2012,"2015-04-21",1243,4805,TRUE
"Maurice LEROY","m","UDI","mauriceleroy","Député, Président de Conseil Départemental","paris","paris","MP","52735020",7384,5081,2009,"2015-04-21",2176,4970,TRUE
"Brigitte KUSTER","f","UMP","brigitte_kuster","Conseiller régional, Maire","paris","paris","Local","59800834",7895,5074,2009,"2015-06-11",2153,5074,TRUE
"Delphine BURKLI","f","UMP","dburkli","Maire","paris","paris","Local","375162520",4384,5004,2011,"2015-06-10",1367,5004,TRUE
"Patrick BLOCHE","m","PS","pbloche","Conseiller municipal, Député","paris","paris","MP","568099321",1110,5004,2012,"2015-04-19",1141,4909,TRUE
"Catherine LEMORTON","f","PS","cathlemorton","Député","","haute garonne","MP","523440964",360,4984,2012,"2015-04-20",1189,4891,TRUE
"Daniel GOLDBERG","m","PS","goldbergdaniel","Conseiller municipal, Député","","seine saint denis","MP","32916973",2065,4951,2009,"2015-04-21",2250,4837,TRUE
"Gérard LARCHER","m","UMP","gerard_larcher","Président du Sénat","","","Local","1134643441",1435,4860,2013,"2015-04-21",866,4667,TRUE
"Colombe BROSSEL","f","PS","cbrossel","Maire adjoint","paris","paris","Local","205401299",4006,4730,2010,"2015-04-21",1699,4630,TRUE
"Annick LEPETIT","f","PS","annick_lepetit","Conseiller municipal, Député","paris","paris","MP","612517041",3537,4719,2012,"2015-04-20",1092,4617,TRUE
"Bernard ROMAN","m","PS","bernardroman59","Député","calais","nord","MP","529542318",2712,4714,2012,"2015-04-19",1183,4633,TRUE
"Christophe CLERGEAU","m","PS","clergeau","Vice-Président de Conseil Régional","","loire atlantique","Local","57262153",5531,4674,2009,"2015-06-14",2161,4674,TRUE
"Jacques AUXIETTE","m","PS","jacquesauxiette","Président de Conseil Régional","","vendee","Local","72607414",3609,4656,2009,"2015-06-12",2106,4656,TRUE
"Ségolène NEUVILLE","f","PS","s_neuville","Conseiller départemental, Secrétaire d'Etat","","","Local","461101925",591,4656,2012,"2015-04-17",1252,4478,TRUE
"Valérie RABAULT","f","PS","valerie_rabault","Député","montauban","tarn et garonne","MP","443129202",1575,4599,2011,"2015-04-21",1272,4422,TRUE
"Jean DIONIS","m","UDI","jeandionis","Maire, Président de Communauté d'Agglomération","","lot et garonne","Local","90245111",7334,4591,2009,"2015-04-20",2038,4559,TRUE
"Pervenche BERES","f","PS","pervencheberes","Député européen","","","MEP","230849793",1331,4588,2010,"2015-04-20",1632,4569,TRUE
"Martin MALVY","m","PS","martinmalvy","Conseiller municipal, Président de Communauté d'Agglomération, Président de Conseil Régional","","","Local","33590936",2427,4580,2009,"2015-04-20",2247,4460,TRUE
"Mathieu HANOTIN","m","PS","mathieuhanotin","Conseiller départemental, Député","","seine saint denis","MP","115643244",883,4563,2010,"2015-04-17",1943,4461,TRUE
"Joseph DAUL","m","UMP","josephdaul","Député européen","","","MEP","83611277",629,4554,2009,"2015-04-20",2066,4466,TRUE
"Isabelle ATTARD","f","DVG","teamisaattard","Député","","calvados","MP","515252450",9405,4525,2012,"2015-04-21",1198,3970,TRUE
"Bruno BESCHIZZA","m","UMP","brunobeschizza","Conseiller départemental, Conseiller régional, Maire","aulnay sous bois","seine saint denis","Local","254116862",870,4504,2011,"2015-06-11",1578,4505,TRUE
"Jean-Patrick GILLE","m","PS","jp_gille","Conseiller municipal, Député","","indre et loire","MP","505998825",3222,4488,2012,"2015-04-21",1205,4392,TRUE
"Robert HUE","m","DVG","roberthueoff","Sénateur","","val d oise","Senator","938768311",1919,4433,2012,"2015-04-20",948,4380,TRUE
"Robert MENARD","m","FN","robertmenardfr","Maire","beziers","herault","Local","1132342340",73,4404,2013,"2015-06-12",867,4404,TRUE
"Jacques BOMPARD","m","IND","jacquesbompard","Député, Maire","","vaucluse","MP","990589826",1325,4396,2012,"2015-04-18",923,4254,TRUE
"Barbara ROMAGNAN","f","PS","bromagnan","Député","","doubs","MP","775431470",1144,4389,2012,"2015-04-17",1027,4341,TRUE
"Bertrand DUC","m","UMP","bertrandduc","Conseiller municipal","reims","marne","Local","44860711",5567,4314,2009,"2015-06-12",2202,4314,TRUE
"Vincent CHAUVET","m","MODEM","vincentchauvet","Conseiller communautaire, Maire adjoint","autun","saone et loire","Local","29061823",3824,4300,2009,"2015-04-21",2262,4265,TRUE
